,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
MINDSET / imperfection & acceptance,"(('news', 'NN'), 7)","(('inventory', 'NN'), 5)","(('hostility', 'NN'), 4)","(('friends', 'NNS'), 4)","(('What', 'WP'), 3)","(('things', 'NNS'), 3)","(('recovery', 'NN'), 3)","(('there', 'EX'), 3)","(('drugs', 'NNS'), 3)","(('people', 'NNS'), 3)","(('每', 'NN'), 3)","(('nothing', 'NN'), 3)","(('part', 'NN'), 3)","(('Relapse', 'NNP'), 2)","(('detox', 'NN'), 2)","(('negative', 'JJ'), 2)","(('doing', 'VBG'), 2)","(('life', 'NN'), 2)","(('big', 'JJ'), 2)","(('experience', 'NN'), 2)"
MINDSET / no matter what,"(('drugs', 'NNS'), 10)","(('up', 'RP'), 6)","(('miracle', 'NN'), 6)","(('going', 'VBG'), 6)","(('being', 'VBG'), 5)","(('doing', 'VBG'), 5)","(('what', 'WP'), 5)","(('motivation', 'NN'), 5)","(('friends', 'NNS'), 5)","(('only', 'JJ'), 5)","(('life', 'NN'), 5)","(('where', 'WRB'), 5)","(('addiction', 'NN'), 5)","(('feelings', 'NNS'), 4)","(('drug', 'NN'), 4)","(('way', 'NN'), 4)","(('out', 'RP'), 4)","(('different', 'JJ'), 4)","(('last', 'JJ'), 3)","(('sick', 'JJ'), 3)"
MINDSET / obstacles & challenge,"(('life', 'NN'), 10)","(('that', 'WDT'), 10)","(('recovery', 'NN'), 8)","(('what', 'WP'), 7)","(('disease', 'NN'), 5)","(('when', 'WRB'), 5)","(('hardships', 'NNS'), 5)","(('power', 'NN'), 5)","(('I＊m', 'NNP'), 4)","(('how', 'WRB'), 4)","(('try', 'NN'), 4)","(('anything', 'NN'), 4)","(('control', 'NN'), 4)","(('pot', 'NN'), 4)","(('Cravings', 'NNS'), 4)","(('I＊d', 'NNP'), 4)","(('craving', 'NN'), 4)","(('When', 'WRB'), 3)","(('addictive', 'JJ'), 3)","(('only', 'JJ'), 3)"
MINDSET / tolerate discomfort,"(('discomfort', 'NN'), 9)","(('life', 'NN'), 8)","(('up', 'RP'), 7)","(('easy', 'JJ'), 7)","(('something', 'NN'), 7)","(('addiction', 'NN'), 7)","(('anger', 'NN'), 7)","(('feelings', 'NNS'), 6)","(('that', 'WDT'), 6)","(('way', 'NN'), 6)","(('what', 'WP'), 5)","(('when', 'WRB'), 5)","(('pot', 'NN'), 5)","(('cravings', 'NNS'), 5)","(('able', 'JJ'), 5)","(('withdrawal', 'NN'), 5)","(('recovery', 'NN'), 5)","(('being', 'VBG'), 4)","(('place', 'NN'), 4)","(('least', 'JJS'), 4)"
MINDSET / will power,"(('that', 'WDT'), 5)","(('addiction', 'NN'), 5)","(('when', 'WRB'), 4)","(('things', 'NNS'), 4)","(('more', 'JJR'), 4)","(('saying', 'VBG'), 4)","(('time', 'NN'), 3)","(('why', 'WRB'), 3)","(('gratification', 'NN'), 3)","(('nudity', 'NN'), 3)","(('work', 'NN'), 3)","(('triggers', 'NNS'), 3)","(('Delaying', 'VBG'), 2)","(('something', 'NN'), 2)","(('up', 'RP'), 2)","(('life', 'NN'), 2)","(('years', 'NNS'), 2)","(('pleasure', 'NN'), 2)","(('two', 'CD'), 2)","(('editing', 'VBG'), 2)"
MONKEY,"(('thoughts', 'NNS'), 2)","(('things', 'NNS'), 1)","(('going', 'VBG'), 1)","(('much', 'JJ'), 1)","(('they＊re', 'NN'), 1)","(('life', 'NN'), 1)","(('It＊s', 'NNP'), 1)","(('I＊m', 'NNP'), 1)","(('using', 'VBG'), 1)","(('mind', 'NN'), 1)","(('conspiring', 'VBG'), 1)","(('monkey', 'NN'), 1)","(('realizing', 'VBG'), 1)","(('stay', 'NN'), 1)","(('there＊s', 'NN'), 1)","(('best', 'JJS'), 1)","(('back', 'NN'), 1)","(('when', 'WRB'), 1)","(('course', 'NN'), 1)",
MOODS,"(('mood', 'NN'), 11)","(('When', 'WRB'), 7)","(('recovery', 'NN'), 6)","(('life', 'NN'), 5)","(('being', 'VBG'), 4)","(('friends', 'NNS'), 4)","(('ego', 'NN'), 4)","(('up', 'RP'), 3)","(('angry', 'JJ'), 3)","(('meals', 'NNS'), 3)","(('emotions', 'NNS'), 3)","(('who', 'WP'), 3)","(('relationship', 'NN'), 3)","(('more', 'JJR'), 3)","(('feeling', 'VBG'), 3)","(('able', 'JJ'), 3)","(('moods', 'NNS'), 3)","(('lazy', 'JJ'), 3)","(('people', 'NNS'), 3)","(('time', 'NN'), 3)"
MOTIVATION,"(('motivation', 'NN'), 8)","(('out', 'RP'), 4)","(('每', 'NNP'), 4)","(('plan', 'NN'), 4)","(('drugs', 'NNS'), 4)","(('meter', 'NN'), 4)","(('strong', 'JJ'), 3)","(('things', 'NNS'), 3)","(('getting', 'VBG'), 3)","(('I＊ve', 'NNP'), 3)","(('something', 'NN'), 3)","(('cause', 'NN'), 3)","(('root', 'NN'), 3)","(('been', 'VBN'), 3)","(('same', 'JJ'), 2)","(('doing', 'VBG'), 2)","(('force', 'NN'), 2)","(('life', 'NN'), 2)","(('gone', 'VBN'), 2)","(('who', 'WP'), 2)"
NEGATIVITY,"(('negative', 'JJ'), 13)","(('more', 'RBR'), 8)","(('life', 'NN'), 7)","(('own', 'JJ'), 7)","(('recovery', 'NN'), 7)","(('when', 'WRB'), 6)","(('mood', 'NN'), 6)","(('able', 'JJ'), 6)","(('drugs', 'NNS'), 6)","(('people', 'NNS'), 6)","(('being', 'VBG'), 5)","(('negativity', 'NN'), 5)","(('problems', 'NNS'), 4)","(('positive', 'JJ'), 4)","(('out', 'RP'), 4)","(('friends', 'NNS'), 4)","(('place', 'NN'), 4)","(('thoughts', 'NNS'), 4)","(('time', 'NN'), 4)","(('emotions', 'NNS'), 3)"
OPTIMISM,"(('that', 'WDT'), 9)","(('things', 'NNS'), 7)","(('how', 'WRB'), 7)","(('positive', 'JJ'), 7)","(('life', 'NN'), 6)","(('more', 'RBR'), 6)","(('thoughts', 'NNS'), 6)","(('recovery', 'NN'), 5)","(('new', 'JJ'), 5)","(('what', 'WP'), 4)","(('time', 'NN'), 4)","(('able', 'JJ'), 4)","(('being', 'VBG'), 4)","(('way', 'NN'), 4)","(('negative', 'JJ'), 3)","(('when', 'WRB'), 3)","(('important', 'JJ'), 3)","(('I＊m', 'NNP'), 3)","(('been', 'VBN'), 3)","(('out', 'RP'), 3)"
OVERWHELM,"(('When', 'WRB'), 6)","(('problems', 'NNS'), 5)","(('things', 'NNS'), 5)","(('much', 'JJ'), 4)","(('when', 'WRB'), 4)","(('day', 'NN'), 4)","(('what', 'WP'), 3)","(('I＊ll', 'NNP'), 3)","(('anger', 'NN'), 3)","(('everything', 'NN'), 3)","(('steps', 'NNS'), 2)","(('problem', 'NN'), 2)","(('sponsor', 'NN'), 2)","(('life', 'NN'), 2)","(('God', 'NNP'), 2)","(('handle', 'JJ'), 2)","(('name', 'NN'), 2)","(('activities', 'NNS'), 2)","(('middle', 'JJ'), 2)","(('feelings', 'NNS'), 2)"
PAST,"(('years', 'NNS'), 4)","(('recovery', 'NN'), 4)","(('there', 'EX'), 4)","(('what', 'WP'), 3)","(('hell', 'NN'), 3)","(('Alanon', 'NNP'), 2)","(('father', 'NN'), 2)","(('program', 'NN'), 2)","(('addiction', 'NN'), 2)","(('withdrawal', 'NN'), 2)","(('member', 'NN'), 2)","(('cost', 'NN'), 2)","(('sobriety', 'NN'), 2)","(('been', 'VBN'), 2)","(('addict', 'NN'), 2)","(('mother', 'NN'), 2)","(('physical', 'JJ'), 2)","(('moments', 'NNS'), 2)","(('that', 'WDT'), 2)","(('place', 'NN'), 2)"
PEACE,"(('self', 'NN'), 3)","(('inner', 'JJ'), 3)","(('peace', 'NN'), 3)","(('locating', 'VBG'), 2)","(('mind', 'NN'), 2)","(('meditation', 'NN'), 2)","(('quarrel', 'NN'), 2)","(('empathetic', 'JJ'), 1)","(('getting', 'VBG'), 1)","(('that', 'WDT'), 1)","(('outer', 'NN'), 1)","(('out', 'RP'), 1)","(('harmony', 'NN'), 1)","(('best', 'JJS'), 1)","(('calmness', 'NN'), 1)","(('Drugs', 'NNP'), 1)","(('mediator', 'NN'), 1)","(('comforted', 'VBN'), 1)","(('own', 'JJ'), 1)","(('dangerous', 'JJ'), 1)"
POWERLESSNESS,"(('foods', 'NNS'), 5)","(('food', 'NN'), 5)","(('disease', 'NN'), 4)","(('out', 'RP'), 4)","(('good', 'JJ'), 4)","(('plan', 'NN'), 3)","(('control', 'NN'), 3)","(('chance', 'NN'), 3)","(('addictive', 'JJ'), 3)","(('tiger', 'NN'), 2)","(('addiction', 'NN'), 2)","(('store', 'NN'), 2)","(('grocery', 'NN'), 2)","(('craving', 'VBG'), 2)","(('easier', 'JJR'), 2)","(('safe', 'JJ'), 2)","(('cravings', 'NNS'), 2)","(('hanging', 'VBG'), 2)","(('that', 'WDT'), 2)","(('cage', 'NN'), 2)"
PRIDE ,"(('how', 'WRB'), 3)","(('person', 'NN'), 2)","(('friends', 'NNS'), 2)","(('such', 'JJ'), 2)","(('friend', 'NN'), 2)","(('superior', 'JJ'), 1)","(('better', 'JJR'), 1)","(('beers', 'NNS'), 1)","(('folk', 'NN'), 1)","(('up', 'RP'), 1)","(('chain', 'NN'), 1)","(('gangster', 'NN'), 1)","(('much', 'JJ'), 1)","(('despair', 'NN'), 1)","(('hole', 'NN'), 1)","(('who', 'WP'), 1)","(('blessing', 'VBG'), 1)","(('when', 'WRB'), 1)","(('glocks', 'NNS'), 1)","(('neck', 'NN'), 1)"
PROGRESS / future & hope,"(('how', 'WRB'), 7)","(('doing', 'VBG'), 6)","(('when', 'WRB'), 6)","(('that', 'WDT'), 6)","(('drugs', 'NNS'), 6)","(('people', 'NNS'), 6)","(('time', 'NN'), 6)","(('addiction', 'NN'), 6)","(('life', 'NN'), 5)","(('what', 'WP'), 5)","(('sobriety', 'NN'), 5)","(('gratification', 'NN'), 5)","(('more', 'RBR'), 5)","(('things', 'NNS'), 4)","(('morning', 'NN'), 4)","(('cravings', 'NNS'), 4)","(('dope', 'NN'), 4)","(('brain', 'NN'), 4)","(('same', 'JJ'), 3)","(('plans', 'NNS'), 3)"
PROGRESS / reactions & behavior,"(('that', 'WDT'), 10)","(('when', 'WRB'), 8)","(('foods', 'NNS'), 7)","(('food', 'NN'), 7)","(('something', 'NN'), 6)","(('disease', 'NN'), 5)","(('things', 'NNS'), 4)","(('second', 'JJ'), 4)","(('problem', 'NN'), 4)","(('plan', 'NN'), 4)","(('new', 'JJ'), 4)","(('nature', 'NN'), 4)","(('triggers', 'NNS'), 4)","(('thought', 'NN'), 3)","(('thoughts', 'NNS'), 3)","(('chance', 'NN'), 3)","(('next', 'JJ'), 3)","(('addictive', 'JJ'), 3)","(('recovery', 'NN'), 3)","(('out', 'RP'), 3)"
PROGRESS / rewards & proud,"(('recovery', 'NN'), 11)","(('God', 'NNP'), 11)","(('when', 'WRB'), 10)","(('one', 'CD'), 9)","(('way', 'NN'), 9)","(('day', 'NN'), 8)","(('life', 'NN'), 5)","(('things', 'NNS'), 5)","(('When', 'WRB'), 5)","(('that', 'WDT'), 5)","(('new', 'JJ'), 5)","(('doing', 'VBG'), 4)","(('someone', 'NN'), 4)","(('12', 'CD'), 4)","(('been', 'VBN'), 4)","(('where', 'WRB'), 4)","(('time', 'NN'), 4)","(('better', 'JJR'), 4)","(('food', 'NN'), 4)","(('something', 'NN'), 3)"
PROGRESS / start small,"(('what', 'WP'), 10)","(('recovery', 'NN'), 7)","(('life', 'NN'), 6)","(('steps', 'NNS'), 6)","(('today', 'NN'), 5)","(('new', 'JJ'), 5)","(('time', 'NN'), 5)","(('healthy', 'JJ'), 5)","(('finish', 'JJ'), 4)","(('line', 'NN'), 4)","(('When', 'WRB'), 4)","(('alternatives', 'NNS'), 4)","(('addiction', 'NN'), 4)","(('towards', 'NNS'), 4)","(('mental', 'JJ'), 4)","(('way', 'NN'), 4)","(('small', 'JJ'), 4)","(('being', 'VBG'), 3)","(('doing', 'VBG'), 3)","(('clean', 'JJ'), 3)"
PROGRESS / support ,"(('change', 'NN'), 4)","(('life', 'NN'), 4)","(('recovery', 'NN'), 4)","(('meeting', 'NN'), 3)","(('able', 'JJ'), 2)","(('new', 'JJ'), 2)","(('drugs', 'NNS'), 2)","(('program', 'NN'), 2)","(('support', 'NN'), 2)","(('people', 'NNS'), 2)","(('online', 'NN'), 2)","(('cheering', 'VBG'), 2)","(('time', 'NN'), 2)","(('when', 'WRB'), 2)","(('being', 'VBG'), 2)","(('work', 'NN'), 2)","(('rules', 'NNS'), 2)","(('addiction', 'NN'), 2)","(('that', 'WDT'), 2)","(('squad', 'NN'), 1)"
REACTIONS,"(('news', 'NN'), 5)","(('how', 'WRB'), 5)","(('when', 'WRB'), 4)","(('bad', 'JJ'), 4)","(('feelings', 'NNS'), 4)","(('conflict', 'NN'), 3)","(('life', 'NN'), 3)","(('more', 'RBR'), 3)","(('stress', 'NN'), 3)","(('others', 'NNS'), 3)","(('situations', 'NNS'), 3)","(('anger', 'NN'), 3)","(('situation', 'NN'), 2)","(('negative', 'JJ'), 2)","(('which', 'WDT'), 2)","(('kind', 'NN'), 2)","(('people', 'NNS'), 2)","(('power', 'NN'), 2)","(('learning', 'VBG'), 2)","(('devastating', 'VBG'), 1)"
RECONCILIATON,"(('friends', 'NNS'), 11)","(('bridges', 'NNS'), 11)","(('amends', 'NNS'), 10)","(('going', 'VBG'), 7)","(('what', 'WP'), 6)","(('making', 'VBG'), 6)","(('that', 'WDT'), 6)","(('people', 'NNS'), 6)","(('life', 'NN'), 5)","(('all', 'PDT'), 5)","(('addict', 'NN'), 4)","(('someone', 'NN'), 4)","(('drugs', 'NNS'), 4)","(('dealers', 'NNS'), 4)","(('way', 'NN'), 4)","(('addiction', 'NN'), 4)","(('detox', 'NN'), 3)","(('years', 'NNS'), 3)","(('who', 'WP'), 3)","(('things', 'NNS'), 3)"
REGRET,"(('cost', 'NN'), 2)","(('more', 'JJR'), 1)","(('sobriety', 'NN'), 1)","(('benefit', 'NN'), 1)","(('money', 'NN'), 1)","(('account', 'NN'), 1)","(('never-ending', 'JJ'), 1)","(('potential', 'JJ'), 1)","(('physical', 'JJ'), 1)","(('trust', 'NN'), 1)","(('bank', 'NN'), 1)","(('Using', 'VBG'), 1)","(('full', 'JJ'), 1)","(('habits/using', 'NN'), 1)","(('health', 'NN'), 1)","(('bad', 'JJ'), 1)","(('relationships', 'NNS'), 1)",,,
RELAPSE,"(('relapse', 'NN'), 5)","(('recovery', 'NN'), 5)","(('other', 'JJ'), 2)","(('disease', 'NN'), 2)","(('lessons', 'NNS'), 2)","(('relapses', 'NNS'), 2)","(('steps', 'NNS'), 2)","(('going', 'VBG'), 1)","(('speaking', 'NN'), 1)","(('road', 'NN'), 1)","(('thoughts', 'NNS'), 1)","(('clean', 'JJ'), 1)","(('aware', 'JJ'), 1)","(('relying', 'VBG'), 1)","(('path', 'NN'), 1)","(('Yes', 'UH'), 1)","(('plan', 'NN'), 1)","(('battle', 'NN'), 1)","(('types', 'NNS'), 1)","(('lazily', 'JJ'), 1)"
RESILIENCE / discomfort,"(('discomfort', 'NN'), 6)","(('how', 'WRB'), 5)","(('going', 'VBG'), 4)","(('way', 'NN'), 3)","(('when', 'WRB'), 3)","(('able', 'JJ'), 3)","(('feelings', 'NNS'), 3)","(('that', 'WDT'), 3)","(('turkey', 'NN'), 3)","(('comfortable', 'JJ'), 3)","(('shit', 'NN'), 3)","(('life', 'NN'), 3)","(('step', 'NN'), 3)","(('doing', 'VBG'), 2)","(('up', 'RP'), 2)","(('Tolerating', 'VBG'), 2)","(('right', 'JJ'), 2)","(('learning', 'VBG'), 2)","(('most', 'JJS'), 2)","(('sobriety', 'NN'), 2)"
RESILIENCE / reaction & behavior,"(('life', 'NN'), 9)","(('that', 'WDT'), 9)","(('when', 'WRB'), 6)","(('way', 'NN'), 6)","(('something', 'NN'), 5)","(('how', 'WRB'), 5)","(('people', 'NNS'), 5)","(('addiction', 'NN'), 5)","(('triggers', 'NNS'), 5)","(('end', 'NN'), 4)","(('what', 'WP'), 4)","(('conflict', 'NN'), 4)","(('new', 'JJ'), 4)","(('dead', 'JJ'), 4)","(('depression', 'NN'), 4)","(('someone', 'NN'), 3)","(('emotions', 'NNS'), 3)","(('things', 'NNS'), 3)","(('misery', 'NN'), 3)","(('own', 'JJ'), 3)"
RESILIENCE / will power,"(('craving', 'VBG'), 2)","(('matter', 'NN'), 1)","(('strongest', 'JJS'), 1)","(('much', 'JJ'), 1)","(('cravings', 'NNS'), 1)","(('Today', 'NN'), 1)","(('effects', 'NNS'), 1)","(('stress', 'NN'), 1)","(('recovery', 'NN'), 1)","(('mind', 'NN'), 1)","(('vulnerable', 'JJ'), 1)","(('tools', 'NNS'), 1)","(('how', 'WRB'), 1)","(('urge', 'NN'), 1)","(('drugs', 'NNS'), 1)","(('assets〞my', 'NN'), 1)","(('drug', 'NN'), 1)","(('willingness', 'NN'), 1)","(('clean', 'JJ'), 1)","(('that', 'WDT'), 1)"
RESPONSIBILITY,"(('life', 'NN'), 8)","(('responsibility', 'NN'), 8)","(('mistakes', 'NNS'), 7)","(('anything', 'NN'), 4)","(('being', 'VBG'), 4)","(('try', 'NN'), 4)","(('something', 'NN'), 4)","(('up', 'RP'), 3)","(('what', 'WP'), 3)","(('things', 'NNS'), 3)","(('husband', 'NN'), 3)","(('nothing', 'NN'), 3)","(('entire', 'JJ'), 3)","(('there', 'EX'), 3)","(('more', 'JJR'), 3)","(('lazy', 'JJ'), 3)","(('actions', 'NNS'), 3)","(('nobody', 'NN'), 3)","(('people', 'NNS'), 3)","(('I＊d', 'NNP'), 3)"
SABOTAGE,"(('reason', 'NN'), 2)","(('sweetness', 'NN'), 2)","(('darkest', 'JJS'), 1)","(('hint', 'NN'), 1)","(('situations', 'NNS'), 1)","(('grab', 'NN'), 1)","(('wallet', 'NN'), 1)","(('that', 'WDT'), 1)","(('basic', 'JJ'), 1)","(('experiences', 'NNS'), 1)","(('There', 'EX'), 1)","(('bag', 'NN'), 1)","(('little', 'JJ'), 1)","(('most', 'JJS'), 1)","(('out', 'RP'), 1)","(('bitter', 'JJ'), 1)","(('junkie', 'NN'), 1)",,,
SELF ESTEEM / behavior,"(('positive', 'JJ'), 4)","(('behaviors', 'NNS'), 3)","(('that', 'WDT'), 2)","(('behavior', 'NN'), 2)","(('new', 'JJ'), 2)","(('capable', 'JJ'), 2)","(('sober', 'JJ'), 1)","(('Today', 'NN'), 1)","(('temptation', 'NN'), 1)","(('self', 'JJ'), 1)","(('using', 'VBG'), 1)","(('path', 'NN'), 1)","(('avoiding', 'VBG'), 1)","(('seeking', 'VBG'), 1)","(('supportive', 'JJ'), 1)","(('old', 'JJ'), 1)","(('reinforcements', 'NNS'), 1)","(('drug', 'NN'), 1)","(('past', 'NN'), 1)","(('working', 'VBG'), 1)"
SELF ESTEEM / beliefs,"(('beliefs', 'NNS'), 5)","(('one', 'CD'), 5)","(('attitude', 'NN'), 4)","(('what', 'WP'), 4)","(('life', 'NN'), 4)","(('group', 'NN'), 3)","(('time', 'NN'), 3)","(('how', 'WRB'), 3)","(('believing', 'VBG'), 2)","(('today', 'NN'), 2)","(('old', 'JJ'), 2)","(('situation', 'NN'), 2)","(('working', 'VBG'), 2)","(('beliefs', 'NN'), 2)","(('people', 'NNS'), 2)","(('where', 'WRB'), 2)","(('addiction', 'NN'), 2)","(('more', 'RBR'), 2)","(('going', 'VBG'), 2)","(('stigma', 'NN'), 2)"
SELF ESTEEM / courage,"(('vulnerable', 'JJ'), 3)","(('beautiful', 'JJ'), 1)","(('self', 'NN'), 1)","(('comfort', 'NN'), 1)","(('deep', 'JJ'), 1)","(('rug', 'NN'), 1)","(('inner', 'NN'), 1)","(('dimensions', 'NNS'), 1)","(('etc', 'FW'), 1)","(('addiction', 'NN'), 1)","(('layers', 'NNS'), 1)","(('stepping', 'VBG'), 1)","(('Feeling', 'VBG'), 1)","(('flaws', 'NNS'), 1)","(('things', 'NNS'), 1)","(('real', 'JJ'), 1)","(('strong', 'JJ'), 1)","(('that', 'WDT'), 1)","(('weaknesses', 'NNS'), 1)","(('weakness', 'NN'), 1)"
SELF ESTEEM / deserve & rewards,"(('reward', 'NN'), 4)","(('charge', 'NN'), 4)","(('able', 'JJ'), 3)","(('ride', 'NN'), 3)","(('actions', 'NNS'), 2)","(('drug', 'NN'), 2)","(('sobriety', 'NN'), 2)","(('Today', 'NN'), 2)","(('disease', 'NN'), 2)","(('one', 'CD'), 2)","(('progress', 'NN'), 2)","(('recovery', 'NN'), 2)","(('carousel', 'NN'), 2)","(('day', 'NN'), 2)","(('encouragement', 'NN'), 2)","(('that', 'WDT'), 2)","(('thoughts', 'NNS'), 1)","(('clean', 'JJ'), 1)","(('controls', 'NNS'), 1)","(('using', 'VBG'), 1)"
SERENITY,"(('things', 'NNS'), 9)","(('recovery', 'NN'), 8)","(('life', 'NN'), 6)","(('inner', 'JJ'), 6)","(('peace', 'NN'), 6)","(('today', 'NN'), 5)","(('When', 'WRB'), 5)","(('habits', 'NNS'), 5)","(('God', 'NNP'), 4)","(('bad', 'JJ'), 4)","(('that', 'WDT'), 4)","(('way', 'NN'), 4)","(('more', 'JJR'), 3)","(('serenity', 'NN'), 3)","(('one', 'CD'), 3)","(('found', 'VBN'), 2)","(('finding', 'VBG'), 2)","(('true', 'JJ'), 2)","(('past', 'JJ'), 2)","(('what', 'WP'), 2)"
SHAME,"(('things', 'NNS'), 5)","(('shame', 'NN'), 5)","(('that', 'WDT'), 4)","(('up', 'RP'), 3)","(('people', 'NNS'), 3)","(('pot', 'NN'), 3)","(('There', 'EX'), 3)","(('being', 'VBG'), 2)","(('life', 'NN'), 2)","(('chemical', 'NN'), 2)","(('problems', 'NNS'), 2)","(('emotions', 'NNS'), 2)","(('who', 'WP'), 2)","(('ashamed', 'VBN'), 2)","(('time', 'NN'), 2)","(('proud', 'JJ'), 2)","(('chance', 'NN'), 2)","(('high', 'JJ'), 2)","(('urges', 'NNS'), 2)","(('excuse', 'NN'), 2)"
SITUATIONS,"(('situations', 'NNS'), 3)","(('tolerating', 'VBG'), 2)","(('terms', 'NNS'), 2)","(('what', 'WP'), 2)","(('learning', 'VBG'), 2)","(('emotions', 'NNS'), 1)","(('happens', 'NNS'), 1)","(('situation', 'NN'), 1)","(('wrong', 'JJ'), 1)","(('coping', 'NN'), 1)","(('recovery', 'NN'), 1)","(('negative', 'JJ'), 1)","(('best', 'JJS'), 1)","(('feelings', 'NNS'), 1)","(('who', 'WP'), 1)","(('Certain', 'NNP'), 1)","(('how', 'WRB'), 1)","(('saying', 'NN'), 1)","(('shit', 'JJ'), 1)","(('life＊s', 'NN'), 1)"
SOBRIETY,"(('small', 'JJ'), 4)","(('towards', 'NNS'), 3)","(('way', 'NN'), 3)","(('steps', 'NNS'), 3)","(('drugs', 'NNS'), 2)","(('drug', 'NN'), 2)","(('recovery', 'NN'), 2)","(('addiction', 'NN'), 2)","(('step', 'NN'), 2)","(('craving', 'VBG'), 2)","(('sobriety', 'NN'), 1)","(('society', 'NN'), 1)","(('perverse', 'JJ'), 1)","((""'harder"", 'NNP'), 1)","(('hold', 'NN'), 1)","(('able', 'JJ'), 1)","(('dependency', 'NN'), 1)","(('old', 'JJ'), 1)","(('rehabilitation', 'NN'), 1)","(('full', 'JJ'), 1)"
SOBRIETY / behavior & action,"(('God', 'NNP'), 11)","(('recovery', 'NN'), 11)","(('way', 'NN'), 11)","(('when', 'WRB'), 10)","(('life', 'NN'), 10)","(('new', 'JJ'), 8)","(('things', 'NNS'), 8)","(('that', 'WDT'), 8)","(('someone', 'NN'), 7)","(('how', 'WRB'), 7)","(('doing', 'VBG'), 6)","(('what', 'WP'), 6)","(('control', 'NN'), 6)","(('meeting', 'NN'), 6)","(('better', 'JJR'), 6)","(('something', 'NN'), 5)","(('going', 'VBG'), 5)","(('been', 'VBN'), 5)","(('day', 'NN'), 5)","(('When', 'WRB'), 5)"
SOBRIETY / celebrate & progress,"(('life', 'NN'), 14)","(('when', 'WRB'), 12)","(('addiction', 'NN'), 12)","(('that', 'WDT'), 12)","(('drugs', 'NNS'), 12)","(('journey', 'NN'), 8)","(('people', 'NNS'), 8)","(('how', 'WRB'), 7)","(('disease', 'NN'), 7)","(('time', 'NN'), 7)","(('When', 'WRB'), 6)","(('recovery', 'NN'), 6)","(('food', 'NN'), 6)","(('step', 'NN'), 6)","(('one', 'CD'), 6)","(('friends', 'NNS'), 5)","(('first', 'JJ'), 5)","(('sobriety', 'NN'), 5)","(('gratification', 'NN'), 5)","(('clean', 'JJ'), 5)"
SOBRIETY / costs & benefits,"(('life', 'NN'), 16)","(('drugs', 'NNS'), 15)","((""'s"", 'POS'), 10)","(('own', 'JJ'), 10)","(('addiction', 'NN'), 10)","(('motives', 'NNS'), 9)","(('friends', 'NNS'), 9)","(('people', 'NNS'), 9)","(('when', 'WRB'), 8)","(('sobriety', 'NN'), 8)","(('that', 'WDT'), 8)","(('how', 'WRB'), 8)","(('dope', 'NN'), 7)","(('thing', 'NN'), 7)","(('food', 'NN'), 6)","(('things', 'NNS'), 6)","(('house', 'NN'), 6)","(('everything', 'NN'), 6)","(('abstinence', 'NN'), 5)","(('only', 'JJ'), 5)"
SOBRIETY / maintaining & will power,"(('time', 'NN'), 5)","(('life', 'NN'), 4)","(('foods', 'NNS'), 4)","(('home', 'NN'), 4)","(('way', 'NN'), 4)","(('anger', 'NN'), 4)","(('detox', 'NN'), 3)","(('last', 'JJ'), 3)","(('up', 'RP'), 3)","(('fighting', 'VBG'), 3)","(('fighting', 'JJ'), 2)","(('who', 'WP'), 2)","(('what', 'WP'), 2)","(('things', 'NNS'), 2)","(('someone', 'NN'), 2)","(('When', 'WRB'), 2)","(('sobriety', 'NN'), 2)","(('more', 'RBR'), 2)","(('been', 'VBN'), 2)","(('doing', 'VBG'), 2)"
STRESS,"(('stress', 'NN'), 9)","(('when', 'WRB'), 6)","(('things', 'NNS'), 5)","(('time', 'NN'), 5)","(('work', 'NN'), 4)","(('day', 'NN'), 4)","(('triggers', 'NNS'), 4)","(('what', 'WP'), 3)","(('feelings', 'NNS'), 3)","(('that', 'WDT'), 3)","(('much', 'JJ'), 3)","(('problem', 'NN'), 3)","(('Today', 'NN'), 3)","(('Stress', 'NN'), 3)","(('many', 'JJ'), 3)","(('middle', 'JJ'), 2)","(('life', 'NN'), 2)","(('God', 'NNP'), 2)","(('getting', 'VBG'), 2)","(('relationship', 'NN'), 2)"
THOUGHTS,"(('thoughts', 'NNS'), 18)","(('that', 'WDT'), 10)","(('food', 'NN'), 8)","(('recovery', 'NN'), 7)","(('negative', 'JJ'), 6)","(('thought', 'NN'), 6)","(('new', 'JJ'), 6)","(('life', 'NN'), 6)","(('what', 'WP'), 5)","(('when', 'WRB'), 5)","(('things', 'NNS'), 5)","(('positive', 'JJ'), 5)","(('being', 'VBG'), 4)","(('mindset', 'NN'), 4)","(('I＊m', 'NNP'), 4)","(('how', 'WRB'), 4)","(('been', 'VBN'), 4)","(('way', 'NN'), 4)","(('conducive', 'JJ'), 3)","(('beliefs', 'NNS'), 3)"
