RAW,CATS,WELLGOS,FOCUS,N,GENDER
"Condemning people by constantly judging them is something that I cannot afford to do. When I am feeling fearful, I can sometimes allow jealousy to creep into my thoughts. I don’t ever feel jealousy in my marriage, but often more financial jealousy of others. I have what I need, but can get sucked into wanting more and assuming because someone has more than me, that they are happy. Peoples’ outsides do not always show the pain that is going on underneath. Focusing on my own side of the street is safer for my recovery that focusing on what everyone else has. I will not find peace and serenity in possessions - that comes from within. The more I focus on my own growth, the better my life will become.","GROWTH / motivation & boosts,JEALOUSY,JUDGMENTS","Judgment Junker,Lack Hacker,Jealousy Jolter,Inner I-Opener",FOOD,Shar,female
"I am the queen of isolation, especially if I am struggling with my food, I can get in a very isolated place and don’t want to be around anyone. I get the “I want to pull the covers over my head and not deal with the world” syndrome. This leads to more depression, moodiness and takes me further into the dark hole that I sometimes can’t get out of. When I am in this place, I act as if. Act as if I’m not in pain or struggling and do something different. Instead of feeding into isolation and the negative thoughts, I can go to a meeting or call my sponsor. Reaching out often helps to lift my mood.","LONELINESS,INNER POWER / Vulnerability,MOODS","Isolation SOS’r,Melancholy Melter,VULNERABILITY / reach out for help,Depression Debater",FOOD,Shar,female
"My 4th step inventory worksheet is a problem doctor for me. Whatever the issue, if I do the writing, look at my part in the resentment, fear, or harm, the problem loses its power over me. The other night, I was really struggling with something, I did a 4th step writing on it and I am no longer obsessed about the problem. Having a recovery program isn’t enough, I take actions every day to reinforce my program. I can’t just say I am in recovery. Recovery is an action word and it requires work to maintain it. Today, by using my problem doctor and my recovery tools, I can stay on the road to recovery.","INNER MASTERY / tools & processes,CONFIDENCE / action & behavior,MINDSET / Future sobriety","Problem Doctor,The Dynamotivator,COMMITMENT knitter / abstinence confidence,SELF HARM / Tools",FOOD,Shar,female
"Negative thoughts can be like a nuclear field. One wrong step and I could get blown up. One negative thought leads to another. When I am in a negative place, I have a tendency to catastrophize the situation and get really agitated. I go straight to the broken parts of me and feel like I can’t handle simple problems like other people can. In these spaces, it helps me to reach out to someone else and share my feelings. After I have shared, I can focusing on listening to the other person and somehow, my problems seem less significant. Certain meditation books that I read can also shift my focus from negative to positive. Going to a meeting or even for a walk can also get me out of stinking thinking. For today, I choose to nuke the negativity when it surfaces and focus on the more positive aspects of my life.","WARNINGS / self aware & listen,NEGATIVITY,VULNERABILITY / to support my sobriety,COMMUNITY / sharing","Negativity Ninja,VULNERABILITY / reach out for help,Crisis Catapulter,THOUGHTS / positivity",FOOD,Shar,female
"I have been dealing with a lot of emotional challenges lately and I feel like a challenge ninja. I am like a stealth ninja, dressed in black trying to dodge the challenges when I go from room to room like in a video game. If I go into one room and kill the problem, there is always another one in the next room. I need to learn to navigate the extreme life challenges I am facing right now to become a true Challenge Ninja. God is trying to teach me a lot right now. Although, it is hard going through these challenges, I would rather work through them then pick up over them. If I have one challenge, I have one problem. If I have a challenge and pick up over it, I have two problems. Usually, when I pick up, other problems follow rather quickly. It’s been said, the only way out is through. It’s not always easy, but it is worth it.","INNER MASTERY / challenge & resilience,INNER POWER / Fears & Strength,GROWTH / successes","Challenge Ninja,Addiction AMF’r,Adversity Avenger,Crisis Cracker",FOOD,Shar,female
"When problems resolve themselves or stop troubling me, it is like a gift that God has given me. A few nights ago, I was really struggling with something and after I did some footwork, God has removed the problem from my thoughts. God and my program are my problem soul-vers. When God takes my obsessive thinking away about a particular problem, I realize that as a gift of my recovery. Before recovery, I had no coping skills. If I had a problem, I just ate or drank more. Today, excess food and alcohol are not an option, so I work my program and lean on God and my recovering friends to help me along when I am faced with challenges. If I continue to do the work, God will continue to be my problem soul-ver and help me to life a better, more fulfilled life.","GOD / thy will,CONFIDENCE /  obstacles & challenge,FREEDOM / peace & harmony,FAITH","Problem Soul-ver,Thy Will Be Doner,Problem SOS’r,Dire Extinguisher,Almighty Alchemizer",FOOD,Shar,female
"Obstacles are not always easy to get rid of because they are put there for a reason. The obstacles and challenges I face in recovery are great. I focus on the promises of recovery when I am feeling that the obstacles are too hard or the challenges too great. Obstacles that seem insurmountable help me to lean on God and learn more about myself. Do I always want to learn, not really? Recently, I have felt some pretty tall emotional obstacles placed before me. I am looking for the lessons in those obstacles so I don’t repeat the same pattern of behavior that got me here. The challenges I am facing are hard lessons, but they will make me a better person if I don’t quit before the miracle happens. If I ate over every obstacle I faced, I would never learn and grow.","INNER MASTERY / challenge & resilience,CONFIDENCE /  obstacles & challenge,GROWTH / learning & mistakes","Obstacle Smithereener,VULNERABILITY / mistakes & learning,Adversity Ninja,Disaster Master",FOOD,Shar,female
"In order to truly be relieved of my obsession with food, I admit that I am truly powerless over my substance. If I could control my food all by myself, I wouldn’t be in the 12 step rooms. I am a food addict, my life in the food is unmanageable. I do not have the power of my own free will to stop on my own. God gives me the power to abstain one day at a time. God can heal me and give me power when I am in a place of powerlessness. My powerlessness can be healed with God’s love and a new way of living without abusing foods that will harm me.","CONFESSION / powerlessness,GOD / reach out,TRUTH / Admit addiction","Powerholic Healer,God Grounder,VULNERABILITY / share with god,ADMIT / honesty",FOOD,Shar,female
"It’s when I think I am working my program all by myself, that I start to get into trouble. I am not doing this on my own, the program, my recovering friends and God are supporting me every inch of the way. If I indulge the thought that of my own power, I can heal myself, it will not last long. My disease of food addiction took me to a place where I was beyond human aid. Will power alone could not arrest my disease. If it could have, a simple diet would have worked for me, it did not. By removing my power, God has given me so much more. Although I don’t have what you would call will power, I have learned that self-discipline in recovery can protect me from my own addiction.","VULNERABILITY / to support my sobriety,CONTROL,HIGHER POWER / surrender","Power Shower,VULNERABILITY / support from others,SELF HARM / Warnings,Higher Power Invoker",FOOD,Shar,female
"I sometimes sabotage myself. If I go to the grocery store and am not in a good place or have missed a meal or something, I run the risk of picking out foods for “the family” that are a trigger for me. One of the things that I have learned is to skip certain aisles that trigger me. The other thing that I do, is if I get to the checkout with an item that I have been obsessing about since I put it in my cart, I just take it out of the cart, give it to the checker and tell her it’s not good for me and I won’t be buying it. This is a surefire way to protect me from my own self sabotage. Another type of Sabotage SOS’r is reaching out to someone in the program and letting them know that I am thinking about an unhealthy food or struggling with a problem. This helps to keep me focused on my recovery rather than risking a relapse.","VULNERABILITY / others who’ve been there,SABOTAGE,WARNINGS / Avoid triggers","Sabotage SOS’r,SELF HARM ALARMER / avoid triggers,VULNERABILITY / reach out for help,Triggers 101'r",FOOD,Shar,female
"Obsessive thinking for me is a danger sign that it’s time to “Up” my program and do some serious work or I will suffer the consequences. Sometimes, I can be in such an emotionally negative place, I feel such a pull to slide backward. Usually, first I feel a pull emotionally, I feel depressed, resentful and hopeless. I often feel like I want to give up on my recovery, it’s too hard. This is like a self-harm alarmer for me and a red flag that I need to get to work. Another self-harm alarmer for me is picking up certain foods. Picking up for me is death, so to allow myself to eat over my troubles is not something I am willing to do today. When I eat compulsively, I can be so upset that I feel suicidal. Self-harm is not the answer, recovery is the answer to all my problems today. If I pick up, I will miss the miracles that occur all around me.","WARNINGS / self aware & listen,MINDSET / tolerate discomfort,CHANGE / mental confidence","Self Harm Alarmer,Depression X’r,Trigger SOS’r,Dire Extinguisher,WAIT AND SWITCH / Emotions",FOOD,Shar,female
"Recovery gives me a boost to my self-esteem. As an addict, I was always in a negative space and didn’t have too much time to try new things, explore my interests or learn new skills. Putting addictive substances down has opened up a whole new world to me. I have the ability to take a broken shell of a person and build myself up (with God’s help and others in my program) and life the life that God intended for me. Each accomplishment that I make in recovery is a boost to my self-esteem. I get a sense of accomplishment today for the work that I do and the challenges that I face. Getting rid of the distractions in my life and negativity have allowed room for my self-esteem to flourish. I have to watch because some days, I can fall into negative patterns of behavior and beat myself up unnecessarily.","SELF ESTEEM / deserve & rewards,FREEDOM / future & growth,GROWTH / proud","Self Esteem Engineer,Inner Freedom Forager,COMMITMENT knitter / celebrate,Negativity Nuker,Rainbow Hunter",FOOD,Shar,female
"Coming back to the rooms after a relapse feels very shameful. I am fortunate, I found a meeting where I feel loved and supported no matter where I am in my recovery. If I feel shame, I can own it and share about it with my group and they can support me in taking steps to get better and move past my own stinking thinking. I also try when I am at meetings to be supportive of the still suffering compulsive overeater, it is not easy coming when you can’t get your food in order, and it takes a lot of courage. Shame is something that I can either work around or feed. I choose to work around it and hopefully it will lose its power over me.","COMMUNITY / Meetings & groups,MINDSET / imperfection & acceptance,VULNERABILITY / to support my sobriety","Shamenesia,RELATIONSHIPS / Meetings & support,VULNERABILITY / share relapse ,CLOSET CONFESSOR / Share & support",FOOD,Shar,female
"Each day is a sober milestone for me. I have had long term abstinence and short term abstinence. In each experience I have learned and grown a great deal. I try not to place too much emphasis on the number of years of perfect abstinence. I did share with my first sponsor this morning who is celebrating 27 years in recovery. I respect the work that it took for her to do that, but as she said, it’s God not her doing the work to keep her clean. Often it’s said in the rooms, the person who woke up the earliest has the most sobriety today. By focusing on one day at a time, I can keep my program to a manageable perspective. Focusing on the future can be a difficult concept for those new to recovery.","PROGRESS / start small,MINDSET / Future sobriety,PROGRESS / rewards & proud","Sober Milestoner,WAIT AND SWITCH / Small steps,Baby Step Embracer,Ever Evolving Flower",FOOD,Shar,female
"When you say good bye to certain foods in your life, it feels like a death. When you notice that foods no longer control your every thought and you are beginning to experience neutrality around foods that used to consume you is such a great feeling. It’s like saying adios MF’er to your disease. Say good bye to all that pain and crazy dysfunction that goes with food addiction. On the flip side, you get the joy of being able to look in the mirror after you have gotten to a normal body size and you didn’t fight for every single pound. Once you follow an abstinent food plan, the weight takes care of itself.","SOBRIETY / celebrate & progress,GROWTH / motivation & boosts,MINDSET / Future sobriety","Addiction AMF’r,The Dynamotivator,Missi-Un-Impossiblizer ",FOOD,Shar,female
"I don’t feel a stigma associated with being a compulsive overeater. I have bulimic behavior, but even that doesn’t bother me. I think it’s because I’ve been in recovery rooms for so long and know that there is a solution, I don’t feel stigmatized, I feel blessed and grateful for the awareness of my disease and the gift of my recovery. People who are around recovery don’t feed into the negative stereotypes about the labels peoples use for food addicts. I think the reason people in recovery don’t’ feel stigmatized is because we know the flip side of addiction, the recovery side.","LABELS / STIGMA,GRATITUDE / for self,INNER / SELF / harmony & inner peace","The Destigmatizer,Inner Greatness Greeter,Ever Evolving Flower,Self Awareness Awakener",FOOD,Shar,female
"Some foods are just not something that I can have in my home. No matter how many times I have tried, they continue to trip me up. If you have a food that once you start you can’t control, you should be very mindful of making decisions to keep it in your home. Growing up ice cream was our “go to” sweet treat. I do better taking my kids for ice cream than bringing into my home. I know what my trigger foods are and I try not to set myself up by having them around. If there are foods around maybe from a holiday, it’s important for me to not keep them out in plain view. I don’t have to look at a tray of homemade cookies on my counter for a week. I tell the family where they are and ask them to finish them so they won’t tempt me for too long. If I am not consuming my “alcohol” usually most foods don’t bother me, but I still have to be careful. It would be like an alcoholic assuming he could keep a full bar of his favorite alcohol in his home at all times.","WARNINGS / Avoid triggers,URGES / tools & techniques,SOBRIETY / maintaining & will power","Danger Ranger,SELF HARM ALARMER / avoid triggers,Little Hint Listener,Urge X’r",FOOD,Shar,female
I say that I can put the dys in dysfunction. Families bring out the best in some and the worst in others. Everybody plays a role and be careful if you don’t come prepared to rumble. It is not always easy to deal with the dysfunction that exists in families. Couple that with trying to prepare food and get things out on the table with a lot of commotion and it can get downright ugly.... FINALLY I’m puttingI the funk in dysfunctional! I’m getting the clearest freshest facts straight from my echo chamber of carefully vetted hunches!,"COMMUNITY / healthy relationships,MINDSET / obstacles & challenge,MINDSET / deal with frustration","Insanity SOS’r,RELATIONSHIPS / Healthy & supportive,Disaster Blaster,Qualm Quitter",FOOD,Shar,female
I can be a glutton for emotional and physical punishment. Continuing to go back to upsetting negative thoughts as well as bingeing shows what a glutton for punishment that I am. Do I really need to keep doing the same thing over and over and expecting different results? I will no longer indulge my gluttonous urges and step up to walk as a recovered woman today.,"BINGE,NEGATIVITY,CHANGE / self love & true self","The Debinger,Sabotage SOS’r,Downer Frowner,Negativity Ninja,Soul Proprietor",FOOD,Shar,female
"I think it is very common. I am 25. It was widely discussed in the public school systems. And everyone assumes everyone take its. But down here, I live in Georgia, it is still very taboo as well. No one wants to admit to being addicted to it. They'll say and joke about watching it but no one has the guts to do anything about it. It is such an easy find. It is so common. I know other married couples that have this issue. This isn't just a male thing anymore either. I've met some women that are addicted because they had self-esteem issues and found it. I think that in more urban and progressive circles that it's more acceptable. But it's still taboo at least here. ","LABELS / STIGMA,CONFESSION / admit,TRUTH / dark past","CLOSET CONFESSOR / Admit addiction,The Destigmatizer,ADMIT / honesty",POT,Jack,male
"One of the hardest things that I ever had to do when combating my pot addiction was to change the way of thinking that brought me there in the first place. The very first step is wanting to change. I had to embrace the change first. The only way to do that was for me to recognize that there was an issue- that my thoughts, feelings, and emotions were tied to pot and, that as I was, I could not escape it. Without my acknowledgment, it would get no better. I would feel broken and vulnerable, always cravings and having flashbacks that would only add up, and I would not be able to move forward and forge the meaningful relationships that I wanted to have. Take a tiny step today, and tomorrow can be a better day. I have taken many small steps, and as a result have ran a race.","CHANGE / thoughts,BABY STEPS / focus on today,GROWTH / willing to change","Baby Step Embracer,Inner Winner,THOUGHTS / aware & examine,Inner Motor Motivator",POT,Jack,male
"In order to change, I had to have a reason to do it. I knew that without something to motivate me that I would fail. Everything in life that is good has a motivation, and most of the bad things do as well. I had to look at myself in the mirror and think about what my motivation was for changing. Was this for me? Was this for other people? Or was it ultimately for both? The reason this is simple but powerful: in my experience, women have trouble understanding why I was drawn to pot. In reality, it was a negative self-image and self-doubt. For me, I had to change for both of the above answers: myself and others. My motivation was to have a stronger mind, free from the bondage of having to get high for at least an hour a day, sometimes even more. This freedom allowed me to finally find what I wanted in life: companionship. Without that motivation, I would have been rudderless and soulless.","CHANGE / motivations,FREEDOM / past & let go,COMMUNITY / connection with others,INNER MASTERY / beliefs & awareness","I-examiner - motivations,NEW PATTERN PAINTER / motivations,Inner Soul X-Rayer",POT,Jack,male
"Today, I'm going to make a clean break. I'm not just going to cold turkey quit. I'm going to take away the things that lead me to follow through with my temptation to smoke pot, as hard as that might be. I'm going to take away the triggers. I'm going to work with someone, anyone, and something that supports me and wants to help me. I'm going to block friends that tempt me, I'm going to steer clear of places that sell it. I'm going to completely give it up. I'm going to get my work done on my laptop, and then I'm going toleave my room. Just saying that sentence was a big deal for me because my room was my access to comfort, which was pot. Knowing I could go into my room always made me remember pot, mostly just that feeling of anticipation and craving. But today, I'm going to go out and have a social life or improve my life with a walk, a run, or with a class. ","BABY STEPS / focus on today,WARNINGS / Avoid triggers,GROWTH / supporting myself,INNER / SELF / patterns","New Pattern Painter,Trigger Trespasser,SELF HARM ALARMER / avoid triggers,Memory Rinser,VULNERABILITY / support from others",POT,Jack,male
"I have learned that cold turkey quitting is one of the hardest things to do in life. My dad is addicted to cigarettes, and I saw him as a young pre-teen trying to go “cold turkey.” With tobacco, most doctors don't even suggest doing this all at once. For pot users, we have a bit of a different dilemma as what we are doing has no way to be tampered down. One session, if you will, can cause months of setbacks and feelings that take so long to suppress (I feel as if I will never fully forget pot). The activity can't be reduced by half and then half again. I can't try and do it just once a week. It's still my crutch. It's still going to bring me right back to my lowest low if I do it just once. While that temptation is always going to be there, I know that making a clean break will be best for me and my family.","MINDSET / no matter what,ABSTINENCE,INNER MASTERY / challenge & resilience","Cold Turkey Taster,Killer Kickstarter,COMMITMENT knitter / above all else,Temperance Tester",POT,Jack,male
"I've seen many types of compulsions in my life. Some of them are good, many of them are bad. Compulsions, in and of themselves, are not bad. My compulsions, though, are bad when they control me. Figuring out how to control my urge to get high is a step in the right direction. Unlike my dog expecting to be fed after going outside in the morning, I am capable of controlling my impulses. It is NEVER easy and there is lots of self-doubt and fear, but with it I know I can control my compulsion. I can differentiate between having no control of a situation and being out of control. I absolutely love to be in control. I am a classic controller. I was team captain. I was always in charge of projects at school. I am now a coach and can't stand when someone doesn't listen to me word-for-word. So pot was a way for me to have control. But little did I know that it actually was taking control of me! So it is here that is my starting point: I let go of the things I can't control and free myself of that burden, which helps me lose the burden of my addiction. Doing something now- anything- is better than waiting for a day to never come in which I will stop!","URGES / tools & techniques,FREEDOM,CONTROL,SOBRIETY / behavior & action","Mighty Motor Cranker,Compulsion KO’r,Urge X’r",POT,Jack,male
"NOT avoiding conflict became very important to me as a I struggled to escape the bondage of my pot addiction. There was major conflict in my life that caused me to see the world in a very warped way. What I saw was a cold, callused world that had no cares or emotions. As such, I manifested that by doing something that for all intents and purposes that had no emotion to it. It was simply action. I tried to solve conflict at first by becoming a “referee” in the divorce of my parents. I tried to bring everyone together. Then I began to let more and more conflicts lead me down further and further into my personal hole. Avoiding conflict is not the answer, rather knowing how to deal with it is how I was able to take a step in the right direction. I just can't bottle this up, I can't bottle up my emotions like I am thoughtless or some tough warrior- men have emotions to- or I will let it out all at once in a huge relapse of epic proportions. It is important to make that point one more time. I HAVE EMOTIONS! I may handle them better than my wife, I may not be as jealous as she is. But I do get jealous. And when I do, I need to talk about those things. If I avoid that conflict, there will be problems. Major problems. But if I can talk, I can alleviate them and get on the right path. ","CONFLICT,VULNERABILITY / Show true self,EMOTIONS,WORTHINESS / connections & sharing","RAW SOUL REVEALER / emotions & urges,Conflict Connoisseur,Emotions Elixir,VULNERABILITY / share emotions",POT,Jack,male
"A girl. A look. A glance. A thought. One instance. Just one thing. Just one word. Just a bad grade or a bad day. That's all it took for me to let my pot addiction take over. It could literally be anything or it could be nothing. Sometimes I wouldn't even want it. I could tell. My body could tell. But I had been triggered by some conflict, or was it my thoughts? I have learned that pot thoughts are very difficult to get rid of. I don't know if I can get rid of them, or if I can just suppress them to be honest. To an extent, they are always there, lingering. So when someone did me wrong, at least in my estimation, I was going to make it all better by locking myself in and smoking pot and forgetting about it. The problem was there when I was done, only I was more insecure, more hurt, and more scarred. I learned to talk out my feelings. I tried to let others know when I was hurt. This vulnerability only aided me, and it showed others that I, too, could use the help or friendship even. ","VULNERABILITY / to support my sobriety,CRAVINGS / support & help,WARNINGS / Avoid triggers,MINDSET / identify weaknesses","Trigger SOS’r,SELF HARM ALARMER / avoid triggers,VULNERABILITY / reach out for help",POT,Jack,male
"Taking a moment to explore my thoughts and feelings about where my pot addiction was taking me was always very important. Throughout my entire addiction, I have known and acknowledged consequences. I didn't know all of them, as they are numerous, and I still don't know them all. However, I know there are many that have long-lasting effects. My relationships with others were severely harmed. I was sometimes more late for things that I normally would have been. I felt less confident in myself and my own body. Little things add up, and people know it. I stayed insular, I didn't look for work. By exploring the consequences, I could see who all was hurt by my actions instead of just seeing it as an individual battle. One of the major things that my wife and I had to talk about, and what I want to get out there, is a significant consequence. That being the perception of pot. I will say right now that having smoked pot I did NOT have unrealistic expectations for what life was going to be like. I did not think that it should be like how I felt, and I didn't want it to be that way. I can't speak for other people, but I can say that. However, my wife and other people in my life believed that I expected certain things because of this addiction. As a result, my wife's self-esteem was hurt. She tried to do things that she didn't have to do sometimes. I had to- we had to- work very hard to build up trust in spite of that. ","HEALING,CHANGE / beliefs,CONFESSION / damage & hurt","Relationship Redeemer,Damage Detective,CLOSET CONFESSOR / Admit addiction,I-examiner - reactions & behavior",POT,Jack,male
"I love economics. I really do. Cost-benefit analysis is a great tool that everyone should use. I use it in my everyday life, and I wish I had learned to better use it as a I struggled through pot addiction. I never really thought of applying this to all areas of my life until later, unfortunately, but it is a marvelous way of looking at the world. When I was smoking pot, I wasn't able to socialize. I wasn't able to go find the companionship I desperately craved most. I wasn't able to play soccer, which I love. I wasn't even able to concentrate fully on a game that I wanted to watch. I couldn't even make it through a whole match at times without wanting to smoke pot. By looking at what I was losing out on, and it was a lot, I started to see that there was life outside of this addiction, and it helped spur me on to stop what I was doing. ","TRUTH / Costs,VULNERABILITY / Connection,INNER / SELF / balance,GROWTH / willing to change","RAW SOUL REVEALER / costs,Lost Benefit Lamenter,NEW PATTERN PAINTER / motivations,VULNERABILITY / connections",POT,Jack,male
"One of the hardest things I have had to deal with in regards to my pot addiction is the fact that, at its core, it is an urge. I have resisted urges before. Everyone has. So what makes this one difficult and why can't I resist this one? That part makes me downright angry. I start to seem as if I have no control. And that downward spiral doesn't lead to anything good. It usually ends up right back at relapse. Something that has helped me is to accept that urges are normal. Once there, I can “attack” my urges. I can let them bounce off of me. And the beauty of this is that if I can resist one time, then I have a template to do it again. I know I can do it again. Here is where I start to see real progress. ","INNER POWER / Self control & willpower,INNER MASTERY / strength,URGES / tools & techniques","Urge X’r,Inner Power Allower,Inner Winner,SELF HARM / Self honesty & admit",POT,Jack,male
"Simply not being able to control when I get the craving does not make me a failure. Failure is hard for me. It goes hand-in-hand with my addiction. But just because I am addicted to pot and receive a craving to smoke it does not mean I have magically relapsed or that something awful has happened to me. Learning to combat the cravings is much more important. They are coming and they will be painful, whether I want them or not. I do a few things to help control cravings. If I am in a place or doing a certain activity that is causing my cravings, I can leave that place. This is not avoiding it. Rather, I am admitting it is a problem and leaving. I would not leave my little brother on the side of the road if he was in danger, so I am not going to leave myself to get run over, either! Another great way to channel my cravings into something positive is for me to workout. This one fits me very well because my addiction is physical, so I can help alleviate it and get healthier (in body and mind) by working out. ","CRAVINGS / vulnerability & learning,MINDSET / tolerate discomfort,WARNINGS / self aware & listen","Craver Saver / Braver,SELF HARM ALARMER / avoid triggers,NEW PATTERN PAINTER / share & learn,Courage Commander",POT,Jack,male
"Dealing with craving cramps as a pot addict is a cyclical process. This is not as prevalent as it would be for a drug user, for instance, but it is still powerful and has to be overcome. For me, I was usually mindless when I would smoke pot. If I was disengaged, it was much easier for me to slip into smoking. So, when this occurred, particularly in the morning or in the mid-to-late afternoon, or even well after supper, I would be hungry. Hunger is my enemy in my fight. When I don't fuel my body, I lose focus and sharpness. And I would start to hurt. And since I didn't want to have a relationship because of whatever my reason was at the time, I reverted to pot. So, the good part of this one for me was that I knew a great way to combat it. But it did make it very difficult because it seemingly added just another drop into a seemingly insurmountable ocean. ","MINDSET / identify weaknesses,WARNINGS / self aware & listen,CRAVINGS / will power & tools","Cravings 101'r,Autopilot Auto X’r,SELF HARM / Warnings",POT,Jack,male
"Ever seen a caffeine or even nicotine addict in need of their product of choice? Much like that, I have had pot cravings that led to crash in the past. Now, these weren't nearly as bad, for me, as most nicotine would be. That is downright cruel in its treatment of people. But I have crashed, if you will. I have craved so badly and wanted it more than anything to the point that no matter how bad I denied it, I would feel terrible. I'd be sick to my stomach, I'd even have headaches. This didn't happen all of the time to me, but they did occur. They made me want to just give up and always live with my addiction as it was. These usually happened when I encountered someone or something from my past that was either very painful. They were specific, but they were strong. Now, if I was able to overcome this craving, I learned how to overcome for the first time. And then from there, I moved forward a step toward sobriety.","AGONY,MINDSET / Future sobriety,RESILIENCE / discomfort,CRAVINGS / will power & tools","Craver Saver / Braver,Torment Terminator,Pain Abstainer",POT,Jack,male
"Very simply, “curb” means to restrain. To restrain, and to then refrain, is my ultimate goal. I don't want to continue to be powerless in the face of my comforting pot addiction. So one of the things I learned was to curb my cravings. This, like most of the other things I have learned, is easier said than done. To restrain my cravings meant to remove myself from negativity and my potential triggers. I don't simply run from my problems, however. If there are stresses or conflicts with people, I need to deal with those. Sometimes, I may need to leave a job or a school for my own good. I can't expect to take my addiction out of the equation when I continue to do everything I was doing (sans smoking pot) before! It is in this that I saw some results instantly. I couldn't expect to sit in my room, alone, with the door locked, with the lights on, in the same position as always, and expect to do anything other than smoking pot. Just by putting myself in a slightly different position is a small victory that helped me escape this addiction.","INNER POWER / Self control & willpower,WARNINGS / Avoid triggers,INNER / SELF / patterns","Cravings 101'r,Self Control 101'r,SELF HARM ALARMER / avoid triggers,WAIT AND SWITCH / Small steps",POT,Jack,male
"To minimize the craving to get high is difficult. By watching it, you don't ever really minimize your craving. It isn't like a cigarette (I know that you'll just go back to those, too). But it is hard. It's a struggle where you are climbing up hill. One of the difficult things you have to do is to stop all activities associated with it. I would lock myself in my room. So I stopped doing that. I ceased smoking of any kind, as that would trigger a craving for even more stimulation. Even a little thing, like not locking the door, could help me. Not being around smoke helped me as well. Once here, I am owning up to an issue that I want to stop, and that gives me hope moving forward. ","MINDSET / no matter what,ABSTINENCE,WARNINGS / Avoid triggers","SELF HARM ALARMER / avoid triggers,Craver Saver / Braver,COMMITMENT knitter / abstinence confidence",POT,Jack,male
"I have read about some options to help you reduce pot cravings. I will admit that I have not tried these things, but they are out there. I still believe that there would be some underlying problem that would eventually need to be taken care of, so I did not go in that direction. Instead, I reduced my cravings by getting out more, by having a social life, and by dating. Companionship is what I had wanted most, so I went on dates and had fun talking to people and learning what I wanted in a partner. This helped me reduce my cravings because, generally, I was around people that were in the same situations. So my answer was also a bright spot in that I was reducing my cravings while looking for what I truly craved the most. ","PROGRESS / future & hope,COMMUNITY / healthy relationships,VULNERABILITY / Connection","Craver Saver / Braver,Whole Soul Healer,VULNERABILITY / connections,RELATIONSHIPS / Build connections & community,NEW LIFE / POSSIBILITIES",POT,Jack,male
"Witnessing one of my own cravings was and is a very harrowing experience. It could come at just about anything. A memory is usually the catalyst, however. A memory from the “old days” of when I was watching pot regularly. Maybe even a memory from when I was dating someone. How I felt about them. How I wanted them at the time. Maybe sometimes just the name being dropped would cause this for me. And instantly my brain just remembers and bam. I'm feeling anticipation in that very moment and I want to run back to those feelings. When the craving does subside, I feel the love of my wife and appreciation I have for her. I feel this the OVERWHELMING part of the time, but I know that the cravings are there. And it can get depressing, especially when I am haunted by my past. I can't go back and change those things. I can't meet her sooner. But I can form a closer bond to her, or to a friend. It doesn't have to be a certain person. It can be any number of things. But I draw hope from the fact that if I overcome this craving, this memory, that I now know how to do it and that I can do it again. She has also witnessed this, which is heartbreaking for me. I've had to tell her that I had thoughts, to try to explain to my wife why I would even think about watching pot is awful. But she is my best friend, and I have to rely on her. If I have her support, and I do, and I talk this out and we work together, I can continue forward recovering.","VULNERABILITY / to support my sobriety,CONFIDENCE /  hope & future,BABY STEPS / Help & support","Memory Rinser,Hope Harvester,VULNERABILITY / support from others,NEW PATTERN PAINTER / share & learn",POT,Jack,male
"Throughout the years of my pot addiction, I have been able to see patterns and cycles form. Initially, I started it just because I enjoyed it. But soon after, it became a crutch for me. I had a hard time getting over the divorce of my parents. In turn, I felt like there wasn't true “love,” and that I'd just never find it anyway. So that led to my addiction. As things continued to seemingly spiral out of control to me, I began to use every difficult situation in my life as an excuse or a reason to watch. Soon, I began to hate myself for watching. That caused a cycle of despair that ended us, you guessed it: watching pot. But there was a silver lining: at least I knew that this was happening to me, that it was a crutch. At least I felt bad enough to start to care. And that led to actually doing something substantial about it.","CHANGE / self love & true self,INNER / SELF / patterns,DESPAIR","Inner Motor Motivator,New Pattern Painter / grit & progress,Excuse Nuker,Bad Habit Butcher",POT,Jack,male
"I remember that day. I remember a few days. I messed up. Big time. My pot addiction had gotten the best of me again. And I remember not the pot I smoked or the brief elation that came with it, but having to confess to the damage I had done to someone else. Sometimes, this came way after the fact for me. Because of my pot addiction I had a slanted view of the world. It was distorted, like a funhouse mirror that had taken every bit of fun out of it. I had to confess about what I had done. Not just for them but for me. I had to let myself off the hook for the past, as I could not change what I had done. I had to apologize to people for the way I thought of them or treated them. But that was for me. I couldn't continue to do the same thing over and over. Allowing myself to hurt someone because of my pot addiction only to use that to redouble my addiction is inexcusable. ","CONFESSION / damage & hurt,VULNERABILITY / learning and mistakes,TRUTH / dark past","Relationship Dedamager,CLOSET CONFESSOR / Face truths,RAW SOUL REVEALER / past mistakes,Bitter Truth Taster",POT,Jack,male
