RAW,CATS,WELLGOS,FOCUS,N,GENDER
"When I have done something wrong, one of the hardest things that I do is to make amends. It is not only sharing what I did with someone else, but sharing directly to the individual what I did to harm them. I don’t like to own up to my wrong-doings, it brings me pain. But, keeping them locked in my heart will only make my pain greater. Releasing the pain by making amends will truly help me to walk with God and be as he would have me be. If I have wronged someone, I need to determine if I will harm them more by making amends. Even if it will make me feel better, if it will harm someone else, I really must examine my motives for making an apology.","ACCOUNTABILITY / Own up,CONFESSION / apology & forgiveness,AMENDS,RECONCILIATON","My Badiator,ADMIT / accountability,The First Amender,Forgiveness Rusher,Relationship Redeemer,Wrong Righter",DRUGS/ALC,Shar,female
"Through listening to others with experience in recovery, I gain more knowledge in the importance of changing my behavior over just simply apologizing to those I’ve hurt in addiction. It was told to me, that simply apologizing to those I’ve hurt isn’t much different than when I would apologize in active addiction. Every, “I’m sorry,” I ever said had no value to it, because I kept repeating my mistakes. No one took me seriously. I didn’t take me seriously. It is up to me now to actually change my behavior. I forgive myself for my actions in my past. I am strong, and I am not my mistakes. I can change. Listening to others, becoming aware of my flaws, allows me to know what needs to be changed about my unhealthy behaviors. Others who have more experience, will guide me to write my list of amends, and will assist me in taking the appropriate actions to physically make amends to those I have harmed. Each day, I will take note of my behavior, and avoid hurting people even in recovery.","AMENDS,CONFESSION / apology & forgiveness,ACCOUNTABILITY / Amends,COMMUNITY / listen to guidance","Inner Forgiverizer,Amender Befriender,Relationship Redeemer,CLOSET CONFESSOR / Share & support,VULNERABILITY / listen to others,NEW PATTERN PAINTER / admit & amends",DRUGS/ALC,Alys,female
"My sponsor is always within my reach to witness my cravings. My judgement is sometimes clouded, and she knows me well enough to recognize the onset of my cravings. Having her as my personal witness gives me a 2 to 1 lead over this disease.","MOTIVATION,CRAVINGS / support & help,GRATITUDE / for others,COMMUNITY / listen to guidance","Sobriety SOS’r,Cravings 101'r,Craver Saver / Braver,The Benefisher,RELATIONSHIPS / Meetings & support",DRUGS/ALC,Jen,female
"Now, that you believe in change, you have to embrace it? This means taking risks. This means being patient. This means looking at yourself in the mirror each day and giving yourself a broad smile and taking deep breaths, and then moving forward. To embrace change implies that you are willing to look at yourself honestly and work on those aspects of yourself that supported your decline. Were there old beliefs at work? Were there toxic relationships involved. Change also means making hard decisions and not returning to old habits and old, dysfunctional relationships and situations.","WORTHINESS / new life & future,CHANGE / self love & true self,INNER POWER / Decisions,INNER / SELF / patterns","ADMIT / Decisions & beliefs,Self Worth Surfer,Inner Light Illuminator",DRUGS/ALC,Ilanna,female
"I can no longer sweep my addiction under the rug. It has layers, dimensions, etc. that even I am not aware of. Being vulnerable is not my weakness. The things that make me vulnerable, make me beautiful. Feeling vulnerable is me stepping out of my comfort zone, and digging below the surface to expose my real flaws and this is a bridge to build a strong connection with my inner self. Today I will dig deep to complete a personal inventory of my strengths and weaknesses.","CONFESSION,SELF ESTEEM / courage,INNER / SELF / Inventory","The Flawbreaker,Deep Down Diver,Inner Wealth Welcomer,CLOSET CONFESSOR / Inventory,VULNERABILITY / Radical self honesty",DRUGS/ALC,Jen,female
" Recovery is a continuum. It doesn’t happen in 30 days or even 90 days. It happens over a long period of time. For me, my initial recovery was 6 months, but then it required several years to truly get well again. Long-term recovery is about moments in time – the moments we create for ourselves and building bridges – new bridges to help us move forward in the journey. It is also about being open to taking that journey, and that can be the most frightening part. Are you ready to walk over a new bridge and move along the cobblestones that you fashion for yourself? Building bridges means building a new, healthy and clean life.","PROGRESS / start small,WORTHINESS / new life & future,BABY STEPS / first steps","NEW LIFE / POSSIBILITIES,The Momentumizer ,Progress Painter,New Pattern Painter / confidence & awareness,Baby Step Embracer,WAIT AND SWITCH / Progress",DRUGS/ALC,Ilanna,female
My sponsor is on speed dial. I am not afraid to ask for help. Requesting support is not a weakness. Requesting support is showing my determination and dedication for my future and my sobriety.,"COMMITMENTS,CONFESSION / powerlessness,COMMUNITY / ask for assistance","Inner Power Allower,Soul-vation ,CLOSET CONFESSOR / Share & support,VULNERABILITY / support from others",DRUGS/ALC,Jen,female
"Feeling happy is something that I adore. There’s actually a physiological reason why happiness and gratification feel good. My brain releases endorphins, and these endorphins serve as a natural high. Today, I don’t have to experience pleasure constantly, as I know that if I chase these feelings; this is only fueling poor impulse control. Delaying gratification and pleasures only continue to make me a stronger person in recovery. Yes, I’d much rather experience pleasure than pain, but this is unrealistic. Delaying my gratification enhances my self-control. Being unable to resist feelings of constant and immediate happiness puts my recovery first. While it’s completely healthy for me to live in the moment, it’s more wise and healthier to prepare for the future about planting the seeds now that I can depend on in the years to come.","MINDSET / will power,FREEDOM / future & growth,INNER MASTERY / take a step back","Pink Cloud Clinger,Self Control 101'r,Progress Pollinator,WAIT AND SWITCH / Small steps",DRUGS/ALC,Jen,female
"I do not avoid conflict, but I do remain humble enough to know which situations to put myself in, and which I should not. I never faced conflict when using, I was always high---running from everything. Now, I know better, so I can do better. I avoid reacting, and I try responding----whether it be to a conflict, or to a combative individual. I keep my cool, and calm, and breathe through the tough feelings.","SOBRIETY / behavior & action,CONFLICT,REACTIONS","Reactions Auditor,Conflict Connoisseur,Placid Reflux,Void Avoider,Self Control 101'r,I-examiner - reactions & behavior",DRUGS/ALC,Alys,female
"Recovery is a constant challenger to previously held beliefs. What I believed I needed was certainly not what I needed. I was eating to feed a hole in my sole that could never be satisfied. The hole in my sole was only filled when I put down the food, worked the steps and cleared my connection to God. The emptiness that I felt wasn’t due to physical hunger, it was due to spiritual hunger. My old belief that certain foods will make me feel better will only keep me sick. My new belief that if I ask God to help me with my urges for certain foods, he will never let me down. Replacing old beliefs with new beliefs is a critical part of the recovery process.","INNER / SELF / beliefs & insight,GOD / reach out,CHANGE / beliefs","Belief Superseder,Soul Survivor,Whole Soul Healer,VULNERABILITY / share with god",FOOD,Shar,female
"I have reached a dead end. Today, though, I am not using simply because I know that running into a dead end is not a good enough excuse. Reaching a dead end does not mean that I revert back to my temptations. These moments challenge me and everyday I am finding myself more in control of my life and the direction it continues to go. A dead end is never a final ending, rather a start for a new beginning with new choices and new experiences then I will indulge in.","DEAD END,INNER POWER / Fears & Strength,RESILIENCE / reaction & behavior","Dead End Defier ,Adversity Adventurer,Addiction AMF’r,Breakthrough Brewer",EITHER,Jen,female
"My stress is detrimental, no matter how much clean time I have. I am vulnerable to stress, and I do not underestimate its effects on my recovery. Stress can trigger an urge to use, but I don’t have to. Today I have tools that work, so long as I use them.","STRESS,TRIGGERS / tools & techniques,RESILIENCE / will power","Stress Auditor,The De-stress-calator,Trigger Trespasser,Emotions Auditor",DRUGS/ALC,Jen,female
"People that share my disease are positive reinforcers for the behaviors that will help me to stay in recovery. They have good attitudes and they walk the walk and don’t just talk the talk. Seeing others who have been transformed from being unhealthy and unhappy to revitalized and peaceful is a gift of my recovery. It is amazing to see the changes in people that sit across from me in the rooms. Instead of looking down, they are looking up with a sparkle in their eye. This gives me hope.","INFLUENCES,CONFIDENCE /  hope & future,COMMUNITY / connection with others","Rainbow Hunter,Hope Harvester,NEW LIFE / POSSIBILITIES,RELATIONSHIPS / Build connections & community,Joy Sweetener",DRUGS/ALC,Shar,female
"I faced my labels – alcoholic and food addict and now feel liberated from the stigmas attached to them. Now, that I am on the other side of these labels and see the recovery from these addictions, I have a different perspective. An addict who admits they have a problem, reaches out and gets recovery is a GOOD THING. Often, I hear more about the practicing addicts and not those who are successful members of society because they got help. All addicts deserve respect and kindness no matter where they are in their recovery.","LABELS / STIGMA,COMPASSION,WORTHINESS / self love & acceptance","Label Liberator,The Empathologist,Confidence Caffeinator,Stigma Striker",DRUGS/ALC,Shar,female
Certain situations I am learning how to tolerate. For instance working with people who trigger negative emotions---I tolerate the situation by learning to focus on the positives and respectfully vocalizing my feelings. Holding them in is too dangerous in terms of relapse. Some situations are unavoidable. I can use many coping tools before removing myself.,"SITUATIONS,REACTIONS,NEGATIVITY","Situation Unscrewer,Emotions Elixir,Feelings Flipper,Reactions Auditor,Problem Primer",DRUGS/ALC,Jen,female
"Building a strong foundation and a strong network is a high priority. I am learning to open myself up to others, and allow them to guide me through their own experience. Others lift me up when I cannot do it myself---because of recovery, I am no longer alone.","WORTHINESS / help,VULNERABILITY / Connection,COMMUNITY / listen to guidance","Loneliness TLC’r,Low Vibration Lifter,VULNERABILITY / connections,NEW PATTERN PAINTER / support groups",DRUGS/ALC,Alys,female
"The love that I feel for my husband and children is something I never thought I would experience. As an addict, I was extremely isolated and never thought I would ever marry let alone have children. The life that I am living today is truly beyond my wildest dreams. To think it all started about 25 years ago when a friend of my father’s said to me, “How are you ever going to find a husband and get married looking like that.” My biggest fears personified. Instead of taking offense, I took this statement as a challenge, I lost 75 pounds in recovery and went to visit him to show him how much better I was doing. I cannot imagine a life without my soulmate and would never have been complete without the two children that I love and adore. When we are all together, I am flooded with the love that I feel for each of them.","LOVE ,GRATITUDE / for others,WORTHINESS / new life & future","Love Flooder,RELATIONSHIPS / Healthy & supportive,VULNERABILITY / connections",DRUGS/ALC,Shar,female
"Recovery opens my heart and makes me a kinder wife and mother. All of my recovery behaviors are the catalyst for kindness. If I am in relapse, I am depressed, moody, miserable and not fun to be around. Maintaining fit, spiritual condition in my program can almost guarantee that I will be more kind to others most of the time. If I am having difficulty and am not feeling kind, I can share with another recovering member or my sponsor and work on my feelings.","VULNERABILITY / others who’ve been there,COMPASSION,INNER / SELF / harmony & inner peace","Kindness Kickstarter,VULNERABILITY / support from others,Metta Motivator,Soul Synchronizer",DRUGS/ALC,Shar,female
"When I have food thoughts or dreams, it is often my disease playing itself out in my unconscious. Usually, it is because there is something troubling me that I am not aware of or not addressing. Since my fallback position is to push things under the rug and stuff things down, I try to be mindful when these types of things happen. If I am triggered by certain foods that I have been neutral around, this is also reason to pause and see if something is bothering me.","CONFESSION / admit,VULNERABILITY / Show true self,DEMONS","Self Awareness Awakener,Demon Greeter,Deep Down Diver,VULNERABILITY / Radical self honesty",FOOD,Shar,female
"Is life a battlefield? Well, yes sometimes it is. For me, the trick is to plan ahead. One of the issues many people who cope with addiction have is the inability or discomfort with surprises and spontaneity. It’s very easy to get nervous or anxious and then panic (which I do) and then sobriety goes out the window. For example, if a big event is coming up and there will be alcohol, then one of the strategies is to ensure that non-alcoholic beverages are also available. For me, it’s more when life presented me with health challenges, I turned to multiple forms of medications and treatments instead of sitting down and thinking it through. Now, I do. I talk to my different practitioners and try to find a natural alternative first before anything else.","CONFIDENCE /  obstacles & challenge,FREEDOM / tools & strategies,TRIGGERS / tools & techniques","Reactions Auditor,Dire Extinguisher,Manic Massager,Crisis Cracker,Challenge Ninja,The Blocksmither",DRUGS/ALC,Ilanna,female
" I cut out people, places, and things from my past. Old dealers were an obvious no-go, and old friends, as hard as it was, needed to go too. I got out of a toxic relationship, and blocked this person’s number, and social media, so I would never be tempted to contact them. Certain songs used to remind me of them, and even some party songs used to remind me of getting high. I deleted anything and everything that reminded me that time in my life. Knowing my weaknesses is, in itself, strength. To avoid/prevent a relapse, I take these important steps.","INFLUENCES,FREEDOM / past & let go,INNER POWER / Self control & willpower","Bad Influence Bulldozer,Killer Kickstarter,Self Control 101'r,Inner Guru Guarder,SELF HARM ALARMER / distance from people",DRUGS/ALC,Alys,female
" The world thinks what it thinks, but I can change what I think. Being an addict does not have to be embarrassing. When others speak badly about drug addicts, I am typically the first person to try and stop the stigma. But it doesn’t mean it doesn’t hurt. I get through these feelings by surrounding myself with people who understand me, and who don’t judge me.","LABELS / STIGMA,WORTHINESS / connections & sharing,CHANGE / mental confidence,COMMUNITY / healthy relationships","Stigma Striker,Alienation Alleviationator,Worthy Soul’r,RELATIONSHIPS / Build connections & community",DRUGS/ALC,Alys,female
"Stinking thinking is my middle name. Can I take a good day and make it a hot mess, in a second. Some call AAA when their car breaks down, I have to call suicide prevention. Escalating problems is my middle name. Sometimes, I just take a deep breath and think what would be the worst case scenario and not get so ruffled when things don’t go my way.","OVERWHELM,STRESS,NEGATIVITY","Crisis Catapulter,Disaster Blaster,Frenzy Freezer,I-examiner - reactions & behavior",GENERAL,Shar,female
"Not all of my old beliefs are negative beliefs. In order to determine which are threats, I am assessing and analyzing each one. I took an inventory of all of my beliefs centered on life, love, family, and temptations. Many of my old beliefs were shoving me directly towards using drugs. I am working on changing and altering each one, replacing them with new ones, and I am open to working on that today. No matter what, I accept myself, I love myself. I am not my beliefs and my beliefs do not define who I am. If any of my beliefs, either directly or indirectly, challenge my sobriety, my instinct is to immediately challenge it.","BELIEFS,INNER MASTERY / beliefs & awareness,SELF ESTEEM / beliefs","Little Hint Listener,Belief Superseder,Inner Guru Guarder,Gut Gutter",DRUGS/ALC,Jen,female
"Today I accept I am not perfect. Perfect people don’t exist. Relapse is not inevitable. Relapse is a part of recovery. I learn from my mistakes; they make me stronger and give me a clearer insight to what recovery looks and feels like. I accept that slips happen; however I am doing everything in my power to ensure they don’t happen to me, just for today.","LAPSE,MINDSET / imperfection & acceptance,CONFIDENCE / acceptance & worth","Lapse Lessonizer,Imperfections TBH,Blunder Blesser,Inner Power Allower,The Flawbreaker",DRUGS/ALC,Jen,female
"Food addiction can be a means to an end. Although, it results in a slow death, abusing food in unhealthy ways can truly kill us one day at a time. Seeing people who are over 600 pounds and literally eating themselves to death and who can’t get out of bed is eye opening. But, what truly is the difference between someone who is 200+ and 600? Both practice similar unhealthy behaviors, it’s just that the extremely obese person gets my attention. Both are killing themselves with food.","CHANGE / motivations,AGONY,ABSTINENCE,SOBRIETY / costs & benefits,TRUTH / Costs","Killer Kickstarter,Grave Trigger,Addiction AMF’r,Torment Terminator,Demon Dethroner ",FOOD,Shar,female
"The repetitive, drug seeking, and withdrawal avoiding part of my past can be defined as the severe depths of hell. If there is a hell, the moments, hours, and days of relentless, excruciating physical and mental withdrawal would be my hell. These moments, though, I do not cover up and try to forget. I use them as a means of staying sober, always reminding me of the benefits of being sober. I never want to return to that awful, horrid, lonely place, and it is those very experiences that pull back the covers, revealing the beauty of sobriety. I cannot change the past, nor do I wish to. It is why I am who I am today—a beautiful person in recovery and grateful for what I have experienced, what I am currently experiencing, and the experiences that are yet to come.","DEMONS,PAST,GROWTH / learning & mistakes,GRATITUDE / opportunities","Demon Greeter,Gratitude Grower,Killer Kickstarter,Addiction AMF’r",DRUGS/ALC,Jen,female
"Even when I am not in a great mood, I sometimes act as if. Act as if I am not sad or troubled and act happy and positive. It really does spread to those around me. When I act sad and negative, the people around me respond in the same manner. I get what I give. My husband nicknamed me Happy when we were having some issues. He would call me that and eventually it became true as I grew and changed my perspective.","JOY,INNER / SELF / patterns,COMMUNITY / connection with others","WAIT AND SWITCH / Emotions,Soul Tuner,New Pattern Painter,Joy Kickstarter",GENERAL,Shar,female
"Reaching deep down is scary, but necessary. Today this fear does not control me. When things get scary I surround myself with those who share the same experiences and are supportive of my new-found sobriety. They encourage me to keep going and face my fears. My support groups and my hope serves as my torch when I travel to these dark places. I may not know what to expect but I do have the support and the faith to overcome any situation without relapse.","COURAGE,CONFIDENCE /  hope & future,COMMUNITY / Meetings & groups","Deep Down Diver,Scary Stepper,Fear Flusher,Courage Commander",DRUGS/ALC,Jen,female
"I have been dealing with a lot of emotional challenges lately and I feel like a challenge ninja. I am like a stealth ninja, dressed in black trying to dodge the challenges when I go from room to room like in a video game. If I go into one room and kill the problem, there is always another one in the next room. I need to learn to navigate the extreme life challenges I am facing right now to become a true Challenge Ninja. God is trying to teach me a lot right now. Although, it is hard going through these challenges, I would rather work through them then pick up over them. If I have one challenge, I have one problem. If I have a challenge and pick up over it, I have two problems. Usually, when I pick up, other problems follow rather quickly. It’s been said, the only way out is through. It’s not always easy, but it is worth it.","INNER MASTERY / challenge & resilience,INNER POWER / Fears & Strength,GROWTH / successes","Challenge Ninja,Addiction AMF’r,Adversity Avenger,Crisis Cracker",FOOD,Shar,female
"One of the challenges in battling my disease is dealing with the physical and emotional upheaval of withdrawal. The discomfort, anger, and anxiety that I feel in withdrawal are palpable. I experience both physical and psychological withdrawal. I experience restless leg syndrome, I get cold sweats when I have binged on sugar and I am withdrawing. The anger and anxiety that I experience during withdrawal has escalated at times to a dangerous level. One of the things that helps me when I am focusing on getting away from the addictive substance is to immerse myself in positive recovery behaviors: listening to online meetings, praying and meditating, reading recovery literature, going to extra meetings, and staying connected to recovering people has helped me through this process.","COMMUNITY / Meetings & groups,URGES / tools & techniques,MINDSET / tolerate discomfort","Urge Auditor,Compulsion KO’r,Ill Feelings Illuminator,VULNERABILITY / connections,NEW PATTERN PAINTER / support groups",FOOD,Ilanna,female
"As I recover, I learn to be grateful for the small phases of my recovery. Getting from one hour to the next is a huge milestone. Then I try to get from one meal to the next following my plan. Then I work on one day at a time. Eventually, the days turn into weeks and the weeks turn into years. One of the hardest concepts for me to wrestle with in the beginning was that I would no longer be able to eat XXXX forever. One day at a time, I no longer eat XXXX and look what I have gained as a result – my life back. Getting a life is way more important than any single binge food. In the beginning, it doesn’t always feel that way.","GRATITUDE / progress & growth,PROGRESS / rewards & proud,BABY STEPS / slow changes","Sober Milestoner,Baby Step Embracer,WAIT AND SWITCH / Small steps",FOOD,Shar,female
"Removing myself from a situation sooths my stress. Tackling problems head on relieves my stress. Avoiding annoying people is a stress soother. Relaxation techniques work, and I had to actually try them to believe it for myself.","STRESS,MOODS,REACTIONS","Placid Reflux,Stress Auditor,The Wellifier ,The Soulutionizer",EITHER,Jen,female
" My emotions tended to be all over the place when I was getting high. Now clean, I still try and keep my emotions in check. Family functions are a good example, because I find myself yelling at people who don’t believe what I believe. It’s great that I have found my voice in recovery, something I didn’t have before, but reacting to people, instead of maturely responding, only hurts me. I am learning how to respond to difficult situations, instead of reacting to them. If I don’t agree with someone, or what someone is doing, examining how I react to them can sometimes be necessary so I do not get stuck in resentment. Resentments were common excuses to use.","RESILIENCE / reaction & behavior,CONFLICT,TRIGGERS / awareness,SOBRIETY / behavior & action","Reactions Auditor,Situation Unscrewer,Problem Soul-ver,Conflict Connoisseur,Emotions Auditor",DRUGS/ALC,Alys,female
"I have stopped the use of drugs. I have already achieved so much in that, and I am unwilling to let negative thoughts ruin what I have achieved. I am not perfect, but I am strong, and I am enough. Without drugs, I can live a beautiful life. Keeping a clean house is important. When I take care of myself, and put time into things I care about, like my home, bedroom, etc., I often feel better. When I treat myself with respect, and care about the things I own, I am unlikely to go backwards. This self-discipline yields self- respect and real results. I become confident, and happier. It is when I am self-conscious, and think I am not worth anything, that I revert back to old ways. I also keep my side of the street clean. In other words, relationships and maintaining them, has become important in my life. Acting in respectable ways with others, even if I disagree with them, keeps my self-confidence high, and reduces regret.","WORTHINESS / new life & future,CONFIDENCE / acceptance & worth,INNER MASTERY / self control","Inner Power Allower,Negativity Nuker,THOUGHTS / positivity,Confidence Caffeinator,Self Worth Surfer,Values VIP’r,Abstainer Amazer",DRUGS/ALC,Alys,female
"You can find me in the garden early in the morning. When I am out there, I am connected to God and the universe and the daily problems just melt away. There is something about getting my hands into the soil that connects me to God and makes me feel relaxed. The day-to-day problems seem to melt away when I am working in my yard. Before recovery, I was never up early, I would be hungover from alcohol or excess food and didn’t do anything that centered me. I felt that I would get centered from eating and drinking, but little did I know, it had the opposite effect. I am so grateful for the moments that I have in my life today where I connect with God and find my bliss.","GRATITUDE / progress & growth,HIGHER POWER / surrender,FREEDOM / peace & harmony","Gratitude Gardener,God Grounder,Bliss Kisser,New Pattern Painter",DRUGS/ALC,Shar,female
"I pledge my sobriety for a day at a time. I do not commit to stay sober forever. I know my weaknesses, and I know that those thoughts might make me nervous. I am strong today, and no matter what is going on in my life, I can stay sober.","SOBRIETY / maintaining & will power,PROGRESS / start small,BABY STEPS / focus on today","Sobriety 101'r,Symbolic Stepper,The Momentumizer ,I-Can-ographer,Confidence Colonizer,WAIT AND SWITCH / Small steps,COMMITMENT knitter / laziness & effort",DRUGS/ALC,Alys,female
" Now I realize that my bad habits/using cost me more than just money from my bank account. Using cost me trust, relationships, and threatened my physical health. The benefit of sobriety is never-ending and so full of potential.","BENEFITS / COSTS,PAST,REGRET,TRUTH / Costs","Lost Benefit Lamenter,Wellectricity Generator,Bitter Truth Taster,Inner Forgiverizer,RAW SOUL REVEALER / costs",DRUGS/ALC,Jen,female
"If I am not prepared, I will not progress. I develop action plans that include all of the things that are required to reach my recovery goals. It’s suggested that I don’t make any major changes right away like getting into relationships or changing jobs, etc. As my recovery foundation is firmly in place, I can begin to address bigger challenges as I have a support system around us and have developed coping skills to solve problems and to make positive changes.","PROGRESS / start small,GROWTH / behavior & habits,BABY STEPS / Help & support","WAIT AND SWITCH / Small steps,Progress Pollinator,Self awareness / habits & behavior,NEW PATTERN PAINTER / support groups",FOOD,Shar,female
"Cravings or something that will always exist. Some are foreseen, while others are not and either way these cravings have a tendency to cramp my experiences in recovery. It is how I react to these Cravings that is important. The amount of power a craving has depends on the amount of power I get to it. For instance I have physical urges that are screaming 4 the numbing sensation that my drug of choice provided. Over time these physical urges subside and I am strong enough to wait them out. Either urges manifest from cravings that are triggered within my social or environmental setting. Today I have the choice to walk away and remove myself from the situation which and immediately decreases the power of a craving. I also have learned to accept my cravings for what they are and by understanding why they exist and where they’re coming from I Empower myself gaining the strength to fight each craving. Cravings that have the potential to cramp my life are easily torn down Buy replacing them with healthy thoughts or activities. When a craving emerges I simply revert to a thot or an exercise to take its place until it passes. Cravings are temporary and manageable. I consistently work towards setting myself up four success by using all the coping strategies I have learned.","MINDSET / obstacles & challenge,CRAVINGS / vulnerability & learning,URGES / tools & techniques","Reactions Auditor,Craver Saver / Braver,I-Can-ographer,Self Control 101'r,I-examiner - reactions & behavior",DRUGS/ALC,Jen,female
"There are certain people in my life that feed negativity that I try to stay away from. Fortunately, I have several people in my family who I can count on to help me to combat my negative thought patterns. They know me well and know when I am struggling and will make suggestions they know will help me to shift my thinking. They may ask how my food is or if I’ve been to a meeting lately. Other people who help me are recovery friends who I feel most comfortable with if I am having any problems with my program. The problem is, when I am in a negative state, don’t like to pick up the phone and ask for help.","INFLUENCES,BABY STEPS / Help & support,COMMUNITY / ask for assistance","Bad Influence Butcher,VULNERABILITY / listen to others,RELATIONSHIPS / Healthy & supportive",FOOD,Shar,female
"Exploring the things that motivate my recovery are essential to my sobriety. I am always exploring new motivations, replacing the old ones. I enjoy finding new ways to be more and more active, filling my empty time with healthy activities. I am at my best when I am motivated, and I am open to trying new things. Many things motivate my recovery, and exploring my motivations is a never ending list.","DAILY WORK,OPTIMISM,GROWTH / motivation & boosts","Confidence Colonizer,The Dynamotivator,Journey Jazzer,Opportunity Oompher",DRUGS/ALC,Jen,female
"As the saying goes, shit happens. Expect it, prepare for it the best you can. I expect shit to go wrong. I cannot control the world around me. I can only control me.","CONTROL,SITUATIONS,MINDSET / imperfection & acceptance","Excrement Expector,Problem Primer,Self Control 101'r,Reactions Auditor,Troubles TBH’r",GENERAL,Jen,female
"My 4th step inventory worksheet is a problem doctor for me. Whatever the issue, if I do the writing, look at my part in the resentment, fear, or harm, the problem loses its power over me. The other night, I was really struggling with something, I did a 4th step writing on it and I am no longer obsessed about the problem. Having a recovery program isn’t enough, I take actions every day to reinforce my program. I can’t just say I am in recovery. Recovery is an action word and it requires work to maintain it. Today, by using my problem doctor and my recovery tools, I can stay on the road to recovery.","INNER MASTERY / tools & processes,CONFIDENCE / action & behavior,MINDSET / Future sobriety","Problem Doctor,The Dynamotivator,COMMITMENT knitter / abstinence confidence,SELF HARM / Tools",FOOD,Shar,female
"Monitoring my moods is important for me. It is important that I focus on not being too Hungry Angry Lonely or Tired (HALT). I can make sure I don’t allow too much time between meals to deal with my hunger. For my anger, I can work the steps to process my feelings so I don’t eat over them. If I am feeling lonely, I can reach out to recovery friends or other friends and make plans to get together. If I am tired, I can get the rest necessary to feel better.","MOODS,FREEDOM / tools & strategies,MINDSET / Future sobriety,GROWTH / supporting myself","Feelings Flipper,SELF HARM / Tools,I-examiner - reactions & behavior",DRUGS/ALC,Shar,female
"There are many rewards of recovery. In OA and AA, they call them The Promises and they are found on page 83-84 of the Alcoholics Anonymous “big book”. When I was new to the program, I would listen to them read aloud at meetings and think, that won’t happen to me and one by one, they have. They are: 1. 2. 3. 4. 1. If we are painstaking about this phase of our development, we will be amazed before we are halfway through. – If I don’t do the work, I will not be amazed before I am halfway through – I will relapse. This has been proven. 2. We will come to know a new freedom and a new happiness. – Life changes when I start to get better. Is everything peachy, not quite, but it really does get better one day at a time. 3. We will not regret the past or wish to shut the door on it. – By doing the step work, I was able to reconcile my past and accept the things that held me back. Doing things like looking at my part in the areas where I felt wronged has been an eye opening experience. 4. We will comprehend the word serenity and we will know peace. – When I am in my disease, there is no room for God, no connection to God. If food is my God, I will not know peace. With recovery comes the opportunity to truly connect to my God and lighten the burden that I carry each day. 5. 5. No matter how far down the scale we have gone, we will see how our experience can benefit others.- Just because someone is new to a recovery fellowship doesn’t mean that they can’t serve others in some way to build unity. Making coffee for a meeting or giving hugs to newcomers are things that anyone can do to brighten someone else’s day. 6. 7. 8. 6. That feeling of uselessness and self-pity will slip away. – Feelings like, hopelessness, self-loathing, and depression are replaced with hope, self-love and happiness when I am in recovery. 7. We will lose interest in selfish things and gain interest in our fellows. - The foundation of 12 step recovery is in helping someone else. I get better when I stop focusing on the negative aspects of my own problems and work to recover and help another addict. 8. Self-seeking will slip away. – It’s not always all about me. What can I do for others? That is the way that I continually work my recovery program. I work my steps by continually taking others through the steps. When I am used to a life as an addict where selfishness was my primary objective, selflessness is extremely gratifying, and refreshing. Have you served someone else today? 9. 9. Our whole outlook upon life will change. The glass is no longer half empty. I am no longer isolated in the pit or my disease. I can let light shine on me and step into the sunlight of the spirit. Life has endless possibilities when I follow the path that God has set for me rather than the path of destruction that awaits me in addiction. 10. 10. Fear of people and economic insecurity will leave me. – A few short weeks ago, I was stressed and preoccupied about money. I tried to force solutions that were not going my way. I finally asked God to help me and he showed me a way to make some extra money through sharing my experience, strength and hope in writing about recovery. It was completely directed by God, I just facilitated his will and I couldn’t be happier. I am doing something I love and the financial insecurity is leaving me. 11. 11. We will intuitively know how to handle situations that used to baffle us. - I know now, that if I am bothered by something, it is necessary to address it in some way. I can no longer stuff my feelings because I am afraid of conflict. I also choose not to eat over my feelings. The only way out is through. A much better way to live awaits me if I trust my instincts and address my feelings. 12. 12. We will suddenly realize that God is doing for us what we could not do for ourselves. – Each week, I go to an OA recovery meeting. At the meeting, before you go in there is a prayer board where you write something you are struggling with. One week, I stopped and wrote down help my husband find a job. Within a few months, he got a job in his field. Next, I wrote down help my daughter with her anxiety. I recently found an excellent therapist for her. The last thing I wrote down is help me with finances. I have been given the direction by God to freelance as a writer and write recovery articles. The fear of economic insecurity has left me. The act of writing down my prayers and posting them allowed me to really let go of my control over them. As soon as I let go, God got to work. I know today that God is truly working miracles in my life.","FREEDOM / tools & strategies,PROGRESS / rewards & proud,SOBRIETY / behavior & action","Progress Painter,The Successcalator,Values VIP’r,Sobriety 101'r",FOOD,Shar,female
"Today I am not afraid to seek help. Others in recovery have taught me that this is a strength, not a weakness. Asking for help is a real demonstration of how strong I am, and I do ask for help when I need it. I do not allow my pride to override my personal needs, and I know that I am not alone in my recovery, as we have all needed and received help at one point in our lives.","COURAGE,CONFESSION / powerlessness,WORTHINESS / help,COMMUNITY / ask for assistance","Pride Puffer,The Benefisher,Sobriety SOS’r,CLOSET CONFESSOR / Share & support,VULNERABILITY / reach out for help",DRUGS/ALC,Jen,female
